id,species_id,rectangle_id,week_of_year,quarter,base_frequency,confidence_level,optimal_temp_min,optimal_temp_max,optimal_wind_max,optimal_depth_min,optimal_depth_max,data_source,last_survey_year,sample_size,created_at,updated_at,user_reported_count,last_user_report,community_confidence
f0ed1ae8-59f4-4a9f-82c3-d85b95f8913e,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,23,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,60,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
2dbb7c5d-1e27-4d95-b09f-42727a1dcbc3,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,24,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,61,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
295f8361-7b4a-47ad-b333-27a20c0e3a6d,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,25,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,62,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
4843fde2-62f1-4869-8dc6-137213d9627f,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,26,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,63,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
1bd7705c-b810-45b8-be1a-11f59b8046dc,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,27,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,64,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
a5fa71b0-f9b1-4a8f-8c7f-3f7b249357ef,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,28,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,65,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
9ad195b1-c514-486b-8388-71b110ec62b3,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,29,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,66,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
6551189f-070b-4006-84e5-8664c3bbd850,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,30,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,67,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
439b1c38-dacd-416a-8bd5-efcaed5706b6,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,31,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,68,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
0f90e0e5-34a6-4bbc-9612-361233ef6263,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,32,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,69,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
552b172c-625c-4592-9f8b-5c6e7c2a16f1,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,33,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,70,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
d7aa3719-eec7-4c8b-9627-f926a6e6e022,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,34,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,71,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
bbbf3342-9bf6-40d7-b1ef-7971640e4d77,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,35,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,72,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
c631b562-073f-4d05-9802-b5038008623f,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,36,3,0.330,0.75,8.0,18.0,15,,,batch_1_first_half,2024,73,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
b3b4ab19-078e-4cb6-bcd7-b9a0a2176078,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,37,3,0.330,0.75,8.0,18.0,15,,,batch_1_first_half,2024,74,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
3fed96ba-b075-40a8-b928-c983c3d685f3,68d74eb8-dd61-4acb-8213-216bcd63e27a,c3811196-5171-4ec7-b644-4fad8187ab9c,38,3,0.330,0.75,8.0,18.0,15,,,batch_1_first_half,2024,75,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
476f31bd-7189-42c8-b577-06867eaa4489,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,13,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,50,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
90c2fec8-8a8b-40ee-a037-f8ac937e982a,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,14,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,51,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
08a8a2d1-bd94-4ddb-8c0a-3324f3269948,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,15,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,52,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
22fa040b-4e40-43cc-829e-9434bedde7e5,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,16,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,53,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
b8a0d0f5-c302-41f7-ad46-619fa25e2e34,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,17,2,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,54,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
82f3c1f6-af69-4af3-95e2-7b3d7eca7d66,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,18,2,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,55,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
7bf9565d-54e3-4587-9442-f024b432f5ac,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,19,3,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,56,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
36371bdd-e3a7-4437-856d-e5626bc83270,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,20,3,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,57,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
823ab1ee-fa62-4e20-b6f9-467ea16670eb,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,21,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,58,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
c1203674-37a9-45cb-ae4c-a66a6335da6c,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,22,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,59,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
36d6fa82-ebd9-4456-b96f-469d69ffbda7,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,23,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,60,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
4d9d2a73-0fd1-47db-b013-4427ed7284a4,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,24,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,61,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
5aba243c-a0a1-4279-a0ec-bc616f65b5bd,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,25,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,62,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
559c7f18-8de9-43fa-9609-ba816129d0b1,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,26,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,63,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
413aac5e-99ea-4215-8e41-b10609935600,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,27,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,64,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
af7bd3f3-3c8e-4bbc-9d6a-a9175746c9d2,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,28,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,65,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
7084183b-b58d-48b9-90ec-7c02f028c76f,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,29,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,66,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
66dd5f18-67b2-48cf-9010-39a0a3fe9090,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,30,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,67,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
8b3a06d5-68b2-4186-9637-7ae80d66e5ac,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,31,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,68,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
98b125b7-5985-4bac-bae2-33e539a1bcdf,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,32,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,69,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
d0015196-324c-4dd8-be40-dc70bf2440f9,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,33,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,70,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
d29617ad-600a-4482-8352-468c51263abd,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,34,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,71,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
69b603be-3be0-4558-b85a-e50443e32b9f,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,35,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,72,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
34ae1eb8-b57a-4ecc-a4e9-e11d75824b11,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,36,3,0.330,0.75,8.0,18.0,15,,,batch_1_first_half,2024,73,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
65589de4-1a6b-4388-932d-2ade7c529197,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,37,3,0.330,0.75,8.0,18.0,15,,,batch_1_first_half,2024,74,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
ae0752ba-4b2f-46a4-90b2-ad5c8d8c872a,7eff3af8-27b0-4237-a6da-264f0b7aa5d5,c3811196-5171-4ec7-b644-4fad8187ab9c,38,3,0.330,0.75,8.0,18.0,15,,,batch_1_first_half,2024,75,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
cbb0ca58-ab08-416e-88b9-47b69cc77b88,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,13,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,50,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
abd7f635-7ac0-407f-a092-c7a4d40bc117,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,14,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,51,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
7639cb52-d68e-484a-b44c-2421ccafe515,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,15,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,52,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
274879f8-6688-457e-b058-d3b49a243ccd,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,16,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,53,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
4a3f651c-30f2-44c4-9aab-4660163efb74,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,17,2,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,54,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
926c55fd-1764-4588-8b7b-566d8949e665,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,18,2,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,55,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
0f86201e-8008-456b-aad4-7b177863e4e6,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,19,3,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,56,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
7b7c1501-c379-41f5-b98a-9f57592057fd,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,20,3,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,57,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
699207e8-25c7-4d16-8b68-51c5040e6d58,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,21,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,58,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
08547337-6718-4ab1-96e3-1175afaca14d,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,22,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,59,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
9e680633-96a2-4a8c-b1ff-8b24783f7607,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,23,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,60,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
49b3719a-c37d-446e-b8a9-34b99a6cfc7e,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,24,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,61,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
72d0d7b8-4062-4945-be7a-c285421afb16,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,25,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,62,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
68ee1422-8cea-4ab4-8fe4-8848b9971ffb,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,26,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,63,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
81bcb303-670f-4ccf-a3a4-7449f28de61b,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,27,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,64,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
86611380-6f23-4d4e-bf8e-d3457e2398b5,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,28,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,65,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
3a4e41b2-9483-493a-bba1-25b4900b3a45,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,29,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,66,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
a31032c9-bdf5-4ab2-bad2-6adeab82642a,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,30,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,67,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
7321039c-794b-4c34-ad47-aefcc921af80,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,31,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,68,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
10adc33b-8ba4-4c41-bf2e-9ee638ce007a,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,32,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,69,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
9c04ef5d-7c07-4d92-bc85-9965a927ff49,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,33,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,70,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
8dd087c7-a09e-457c-b286-14b66fc969e8,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,34,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,71,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
34188108-2caf-4770-9488-712da22be469,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,35,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,72,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
d0e1bad1-5e02-4dee-bb73-d20cdb6b72e6,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,36,3,0.330,0.75,8.0,18.0,15,,,batch_1_first_half,2024,73,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
af98ac48-db0a-491d-82c5-327d9d703cf7,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,37,3,0.330,0.75,8.0,18.0,15,,,batch_1_first_half,2024,74,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
de22288b-abbc-4346-a310-7336653b7f04,fa060baa-8485-431e-a0e4-13c2b5565a0a,c3811196-5171-4ec7-b644-4fad8187ab9c,38,3,0.330,0.75,8.0,18.0,15,,,batch_1_first_half,2024,75,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
19e4c828-b5cf-4e35-a18c-866418353c70,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,13,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,50,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
44718c9d-6f97-43b8-a5ef-d13b9c3f772d,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,14,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,51,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
520b4e50-ad31-47cc-b6c3-0072d8abedfc,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,15,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,52,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
9de7f543-996c-4a1d-9556-ae469e1b2efb,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,16,2,0.264,0.75,8.0,18.0,15,,,batch_1_first_half,2024,53,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
8ecee555-ef6e-4017-a0e2-e95176872103,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,17,2,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,54,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
d58f1595-8383-46fe-bfe9-1be6e8a58bb8,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,18,2,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,55,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
55b64103-09bb-4a15-adde-bb21ce013561,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,19,3,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,56,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
93a0d542-ea4c-4445-bb4b-d4a21cd9ac9a,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,20,3,0.352,0.75,8.0,18.0,15,,,batch_1_first_half,2024,57,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
8c937c6f-f063-4c02-9274-1d6b0fae4463,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,21,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,58,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
